"country","year","infant_mortality"
"Turkey",1994,45.5
"Turkmenistan",1994,71.9
"Uganda",1994,102.5
"Ukraine",1994,17.3
"United Arab Emirates",1994,11.7
"United Kingdom",1994,6.3
"United States",1994,8.2
"Uruguay",1994,18.5
"Uzbekistan",1994,57.8
"Vanuatu",1994,25.8
"Venezuela",1994,22.6
"West Bank and Gaza",1994,30.4
"Vietnam",1994,32
"Yemen",1994,81.1
"Zambia",1994,109.7
"Zimbabwe",1994,58.1
"Albania",1995,29.1
"Algeria",1995,36.3
"Angola",1995,132.8
"Antigua and Barbuda",1995,18
"Argentina",1995,20.8
"Armenia",1995,33.7
"Aruba",1995,NA
"Australia",1995,5.7
"Austria",1995,5.7
"Azerbaijan",1995,75.2
"Bahamas",1995,15.6
"Bahrain",1995,15.5
"Bangladesh",1995,81
"Barbados",1995,14
"Belarus",1995,14.4
"Belgium",1995,6.3
"Belize",1995,25.1
"Benin",1995,97.2
"Bhutan",1995,75.3
"Bolivia",1995,72.2
"Bosnia and Herzegovina",1995,12.3
"Botswana",1995,48.9
"Brazil",1995,39.7
"Brunei",1995,8.3
"Bulgaria",1995,19.4
"Burkina Faso",1995,101.4
"Burundi",1995,103.2
"Cambodia",1995,87.6
"Cameroon",1995,93
"Canada",1995,5.7
"Cape Verde",1995,43.7
"Central African Republic",1995,115.4
"Chad",1995,110.9
"Chile",1995,11
"China",1995,37.7
"Colombia",1995,25
"Comoros",1995,76.9
"Congo, Dem. Rep.",1995,114.9
"Congo, Rep.",1995,68.8
"Costa Rica",1995,13
"Cote d'Ivoire",1995,104.4
"Croatia",1995,8.7
"Cuba",1995,8.4
"Cyprus",1995,7.8
"Czech Republic",1995,8.8
"Denmark",1995,5.4
"Djibouti",1995,86.2
"Dominican Republic",1995,38.9
"Ecuador",1995,35.2
"Egypt",1995,49.4
"El Salvador",1995,35.6
"Equatorial Guinea",1995,116.5
"Eritrea",1995,74.2
"Estonia",1995,12.8
"Ethiopia",1995,105.6
"Fiji",1995,22.1
"Finland",1995,4.3
"France",1995,5.3
"French Polynesia",1995,NA
"Gabon",1995,58.2
"Gambia",1995,70.9
"Georgia",1995,38.1
"Germany",1995,5.3
"Ghana",1995,72
"Greece",1995,9.1
"Greenland",1995,NA
"Grenada",1995,15.1
"Guatemala",1995,48.5
"Guinea",1995,122.3
"Guinea-Bissau",1995,122.1
"Guyana",1995,41.4
"Haiti",1995,87.8
"Honduras",1995,36.9
"Hong Kong, China",1995,NA
"Hungary",1995,12.1
"Iceland",1995,4.1
"India",1995,77.5
"Indonesia",1995,50.8
"Iran",1995,36.2
"Iraq",1995,38.9
"Ireland",1995,6.1
"Israel",1995,7.2
"Italy",1995,6.4
"Jamaica",1995,21.9
"Japan",1995,4.1
"Jordan",1995,26.2
"Kazakhstan",1995,44.8
"Kenya",1995,71.9
"Kiribati",1995,60.3
"South Korea",1995,4.7
"Kuwait",1995,12.7
"Kyrgyz Republic",1995,51.3
"Lao",1995,97.4
"Latvia",1995,19.7
"Lebanon",1995,21.8
"Lesotho",1995,76.6
"Liberia",1995,158.3
"Libya",1995,28.4
"Lithuania",1995,13.5
"Luxembourg",1995,5.2
"Macao, China",1995,NA
"Macedonia, FYR",1995,22
"Madagascar",1995,85.9
"Malawi",1995,121.9
"Malaysia",1995,11.5
"Maldives",1995,53.4
"Mali",1995,124.5
"Malta",1995,8.4
"Mauritania",1995,76.3
"Mauritius",1995,19.4
"Mexico",1995,28.8
"Micronesia, Fed. Sts.",1995,43.3
"Moldova",1995,31
"Mongolia",1995,62.2
"Montenegro",1995,13.6
"Morocco",1995,51.8
"Mozambique",1995,143.4
"Namibia",1995,47.6
"Nepal",1995,76.8
"Netherlands",1995,5.7
"New Caledonia",1995,NA
"New Zealand",1995,7.1
"Nicaragua",1995,41.4
"Niger",1995,119.9
"Nigeria",1995,123.4
"Norway",1995,4.6
"Oman",1995,20.7
"Pakistan",1995,97.1
"Panama",1995,23.5
"Papua New Guinea",1995,61.2
"Paraguay",1995,31.8
"Peru",1995,42.5
"Philippines",1995,33.5
"Poland",1995,12.6
"Portugal",1995,7.4
"Puerto Rico",1995,NA
"Qatar",1995,13.2
"Romania",1995,27.3
"Russia",1995,22.2
"Rwanda",1995,129.6
"St. Lucia",1995,16.9
"St. Vincent and the Grenadines",1995,19
"Samoa",1995,21.8
"Saudi Arabia",1995,24.8
"Senegal",1995,70.8
"Serbia",1995,17
"Seychelles",1995,12.5
"Sierra Leone",1995,153.4
"Singapore",1995,4.1
"Slovak Republic",1995,12.6
"Slovenia",1995,6.2
"Solomon Islands",1995,29.1
"South Africa",1995,48.2
"Spain",1995,6.9
"Sri Lanka",1995,17.2
"Sudan",1995,74.7
"Suriname",1995,35.4
"Swaziland",1995,68.7
"Sweden",1995,4
"Switzerland",1995,5.2
"Syria",1995,24.6
"Tajikistan",1995,93
"Tanzania",1995,95.8
"Thailand",1995,23.7
"Timor-Leste",1995,107.3
"Togo",1995,84.2
"Tonga",1995,16.2
"Trinidad and Tobago",1995,25.6
"Tunisia",1995,35.9
"Turkey",1995,43.1
"Turkmenistan",1995,71.7
"Uganda",1995,101
"Ukraine",1995,17.5
"United Arab Emirates",1995,11.2
"United Kingdom",1995,6.1
"United States",1995,8
"Uruguay",1995,18
"Uzbekistan",1995,57.3
"Vanuatu",1995,25.3
"Venezuela",1995,22.1
"West Bank and Gaza",1995,29.3
"Vietnam",1995,30.9
"Yemen",1995,79.7
"Zambia",1995,107.8
"Zimbabwe",1995,60.1
"Albania",1996,27.9
"Algeria",1996,35.7
"Angola",1996,132.3
"Antigua and Barbuda",1996,17.1
"Argentina",1996,20.2
"Armenia",1996,32.1
"Aruba",1996,NA
"Australia",1996,5.6
"Austria",1996,5.3
"Azerbaijan",1996,73.6
"Bahamas",1996,14.8
"Bahrain",1996,14.2
"Bangladesh",1996,77.4
"Barbados",1996,13.9
"Belarus",1996,14.4
"Belgium",1996,5.9
"Belize",1996,24.1
"Benin",1996,95.6
"Bhutan",1996,71.8
"Bolivia",1996,69.5
"Bosnia and Herzegovina",1996,11
"Botswana",1996,50.2
"Brazil",1996,37.2
"Brunei",1996,8.1
"Bulgaria",1996,19.5
"Burkina Faso",1996,100.5
"Burundi",1996,101.7
"Cambodia",1996,88.2
"Cameroon",1996,94.1
"Canada",1996,5.6
"Cape Verde",1996,41.6
"Central African Republic",1996,115.4
"Chad",1996,110
"Chile",1996,10.5
"China",1996,36.4
"Colombia",1996,24.2
"Comoros",1996,75.6
"Congo, Dem. Rep.",1996,113.8
"Congo, Rep.",1996,71.2
"Costa Rica",1996,12.8
"Cote d'Ivoire",1996,104
"Croatia",1996,8.3
"Cuba",1996,8.2
"Cyprus",1996,7.4
"Czech Republic",1996,7.9
"Denmark",1996,5.1
"Djibouti",1996,85.1
"Dominican Republic",1996,37.6
"Ecuador",1996,33.6
"Egypt",1996,46.6
"El Salvador",1996,33.7
"Equatorial Guinea",1996,114.3
"Eritrea",1996,70.6
"Estonia",1996,12
"Ethiopia",1996,102.1
"Fiji",1996,21.8
"Finland",1996,4
"France",1996,5
"French Polynesia",1996,NA
"Gabon",1996,57.8
"Gambia",1996,69.3
"Georgia",1996,37.1
"Germany",1996,5
"Ghana",1996,71
"Greece",1996,8.7
"Greenland",1996,NA
"Grenada",1996,14.7
"Guatemala",1996,46.6
"Guinea",1996,118.5
"Guinea-Bissau",1996,119.1
"Guyana",1996,40.5
"Haiti",1996,85.1
"Honduras",1996,35.6
"Hong Kong, China",1996,NA
"Hungary",1996,11.5
"Iceland",1996,3.9
"India",1996,75.4
"Indonesia",1996,48.7
"Iran",1996,34.7
"Iraq",1996,38.3
"Ireland",1996,6.1
"Israel",1996,6.7
"Italy",1996,6
"Jamaica",1996,21.2
"Japan",1996,4
"Jordan",1996,25.5
"Kazakhstan",1996,44
"Kenya",1996,71.7
"Kiribati",1996,58.9
"South Korea",1996,4.5
"Kuwait",1996,12.3
"Kyrgyz Republic",1996,49.5
"Lao",1996,94.4
"Latvia",1996,19.1
"Lebanon",1996,20.8
"Lesotho",1996,78.8
"Liberia",1996,151.9
"Libya",1996,27.4
"Lithuania",1996,12
"Luxembourg",1996,4.9
"Macao, China",1996,NA
"Macedonia, FYR",1996,19.5
"Madagascar",1996,83.1
"Malawi",1996,119.5
"Malaysia",1996,11.1
"Maldives",1996,50.1
"Mali",1996,123.6
"Malta",1996,8
"Mauritania",1996,76.3
"Mauritius",1996,19.9
"Mexico",1996,27.3
"Micronesia, Fed. Sts.",1996,43.5
"Moldova",1996,31.3
"Mongolia",1996,59.4
"Montenegro",1996,13.6
"Morocco",1996,49.7
"Mozambique",1996,138.3
"Namibia",1996,48
"Nepal",1996,73.1
"Netherlands",1996,5.5
"New Caledonia",1996,NA
"New Zealand",1996,6.9
"Nicaragua",1996,39.5
"Niger",1996,115.4
"Nigeria",1996,121.9
"Norway",1996,4.4
"Oman",1996,19.2
"Pakistan",1996,95.2
"Panama",1996,23.3
"Papua New Guinea",1996,60.5
"Paraguay",1996,30.9
"Peru",1996,39.7
"Philippines",1996,32.6
"Poland",1996,11.6
"Portugal",1996,7
"Puerto Rico",1996,NA
"Qatar",1996,12.5
"Romania",1996,26.7
"Russia",1996,22
"Rwanda",1996,120.3
"St. Lucia",1996,16.5
"St. Vincent and the Grenadines",1996,19.1
"Samoa",1996,21.1
"Saudi Arabia",1996,23.4
"Senegal",1996,71.2
"Serbia",1996,15.1
"Seychelles",1996,12.3
"Sierra Leone",1996,152
"Singapore",1996,3.9
"Slovak Republic",1996,12
"Slovenia",1996,5.8
"Solomon Islands",1996,28.7
"South Africa",1996,49.4
"Spain",1996,6.4
"Sri Lanka",1996,16.7
"Sudan",1996,73.6
"Suriname",1996,34.3
"Swaziland",1996,72.5
"Sweden",1996,3.8
"Switzerland",1996,5
"Syria",1996,23.6
"Tajikistan",1996,90.4
"Tanzania",1996,93.8
"Thailand",1996,22.7
"Timor-Leste",1996,102.9
"Togo",1996,82.8
"Tonga",1996,15.9
"Trinidad and Tobago",1996,25.5
"Tunisia",1996,33.9
"Turkey",1996,40.8
"Turkmenistan",1996,71.2
"Uganda",1996,99.6
"Ukraine",1996,17.5
"United Arab Emirates",1996,10.8
"United Kingdom",1996,5.9
"United States",1996,7.7
"Uruguay",1996,17.5
"Uzbekistan",1996,56.8
"Vanuatu",1996,24.9
"Venezuela",1996,21.5
"West Bank and Gaza",1996,28.3
"Vietnam",1996,29.9
"Yemen",1996,78.2
"Zambia",1996,106.1
"Zimbabwe",1996,61.6
"Albania",1997,26.8
"Algeria",1997,35.1
"Angola",1997,131.5
"Antigua and Barbuda",1997,16.2
"Argentina",1997,19.6
"Armenia",1997,30.6
"Aruba",1997,NA
"Australia",1997,5.4
"Austria",1997,5
"Azerbaijan",1997,71.2
"Bahamas",1997,14.1
"Bahrain",1997,13.1
"Bangladesh",1997,74
"Barbados",1997,14
"Belarus",1997,14.2
"Belgium",1997,5.5
"Belize",1997,23.3
"Benin",1997,94.2
"Bhutan",1997,68.4
"Bolivia",1997,66.8
"Bosnia and Herzegovina",1997,10.1
"Botswana",1997,51.3
"Brazil",1997,34.8
"Brunei",1997,7.9
"Bulgaria",1997,19.4
"Burkina Faso",1997,99.4
"Burundi",1997,100
"Cambodia",1997,88.2
"Cameroon",1997,94.7
"Canada",1997,5.4
"Cape Verde",1997,38.8
"Central African Republic",1997,115.1
"Chad",1997,109.1
"Chile",1997,10.2
"China",1997,35
"Colombia",1997,23.4
"Comoros",1997,74.5
"Congo, Dem. Rep.",1997,112.5
"Congo, Rep.",1997,73.5
"Costa Rica",1997,12.7
"Cote d'Ivoire",1997,103.3
"Croatia",1997,8
"Cuba",1997,7.8
"Cyprus",1997,6.9
"Czech Republic",1997,7.2
"Denmark",1997,5
"Djibouti",1997,83.9
"Dominican Republic",1997,36.4
"Ecuador",1997,32.1
"Egypt",1997,44
"El Salvador",1997,31.8
"Equatorial Guinea",1997,112.1
"Eritrea",1997,67.2
"Estonia",1997,11.1
"Ethiopia",1997,98.7
"Fiji",1997,21.5
"Finland",1997,3.9
"France",1997,4.8
"French Polynesia",1997,NA
"Gabon",1997,57.3
"Gambia",1997,67.7
"Georgia",1997,35.9
"Germany",1997,4.8
"Ghana",1997,69.8
"Greece",1997,8.3
"Greenland",1997,NA
"Grenada",1997,14.3
"Guatemala",1997,44.7
"Guinea",1997,114.7
"Guinea-Bissau",1997,116.2
"Guyana",1997,39.6
"Haiti",1997,82.4
"Honduras",1997,34.3
"Hong Kong, China",1997,NA
"Hungary",1997,11.1
"Iceland",1997,3.7
"India",1997,73.1
"Indonesia",1997,46.7
"Iran",1997,33.2
"Iraq",1997,37.6
"Ireland",1997,6.1
"Israel",1997,6.4
"Italy",1997,5.6
"Jamaica",1997,20.5
"Japan",1997,3.8
"Jordan",1997,24.9
"Kazakhstan",1997,42.7
"Kenya",1997,71.1
"Kiribati",1997,57.5
"South Korea",1997,4.5
"Kuwait",1997,11.9
"Kyrgyz Republic",1997,47.5
"Lao",1997,91.5
"Latvia",1997,18.1
"Lebanon",1997,19.9
"Lesotho",1997,80.5
"Liberia",1997,145.2
"Libya",1997,26.5
"Lithuania",1997,11
"Luxembourg",1997,4.6
"Macao, China",1997,NA
"Macedonia, FYR",1997,17.5
"Madagascar",1997,80
"Malawi",1997,117.1
"Malaysia",1997,10.7
"Maldives",1997,46.7
"Mali",1997,122.6
"Malta",1997,7.6
"Mauritania",1997,76.3
"Mauritius",1997,19.8
"Mexico",1997,25.8
"Micronesia, Fed. Sts.",1997,43.6
"Moldova",1997,30.8
"Mongolia",1997,56.6
"Montenegro",1997,13.5
"Morocco",1997,47.7
"Mozambique",1997,132.7
"Namibia",1997,48.4
"Nepal",1997,69.6
"Netherlands",1997,5.3
"New Caledonia",1997,NA
"New Zealand",1997,6.6
"Nicaragua",1997,37.6
"Niger",1997,111.3
"Nigeria",1997,119.9
"Norway",1997,4.2
"Oman",1997,17.7
"Pakistan",1997,93.3
"Panama",1997,23
"Papua New Guinea",1997,59.9
"Paraguay",1997,30.1
"Peru",1997,36.9
"Philippines",1997,31.8
"Poland",1997,10.4
"Portugal",1997,6.6
"Puerto Rico",1997,NA
"Qatar",1997,12
"Romania",1997,26
"Russia",1997,21.6
"Rwanda",1997,121.7
"St. Lucia",1997,16.1
"St. Vincent and the Grenadines",1997,19.1
"Samoa",1997,20.4
"Saudi Arabia",1997,22.1
"Senegal",1997,71.2
"Serbia",1997,13.3
"Seychelles",1997,12.2
"Sierra Leone",1997,150.1
"Singapore",1997,3.8
"Slovak Republic",1997,11.6
"Slovenia",1997,5.4
"Solomon Islands",1997,28.3
"South Africa",1997,50.9
"Spain",1997,6.1
"Sri Lanka",1997,16
"Sudan",1997,72.3
"Suriname",1997,33.3
"Swaziland",1997,76
"Sweden",1997,3.6
"Switzerland",1997,4.9
"Syria",1997,22.6
"Tajikistan",1997,87
"Tanzania",1997,91.4
"Thailand",1997,21.7
"Timor-Leste",1997,98.5
"Togo",1997,81.2
"Tonga",1997,15.7
"Trinidad and Tobago",1997,25.5
"Tunisia",1997,31.9
"Turkey",1997,38.5
"Turkmenistan",1997,70.4
"Uganda",1997,98.1
"Ukraine",1997,17.4
"United Arab Emirates",1997,10.5
"United Kingdom",1997,5.8
"United States",1997,7.5
"Uruguay",1997,16.8
"Uzbekistan",1997,56
"Vanuatu",1997,25.5
"Venezuela",1997,20.8
"West Bank and Gaza",1997,27.3
"Vietnam",1997,28.9
"Yemen",1997,76.5
"Zambia",1997,104.6
"Zimbabwe",1997,62.7
"Albania",1998,25.5
"Algeria",1998,34.7
"Angola",1998,130.6
"Antigua and Barbuda",1998,15.3
"Argentina",1998,19.1
"Armenia",1998,29.2
"Aruba",1998,NA
"Australia",1998,5.3
"Austria",1998,4.8
"Azerbaijan",1998,68.1
"Bahamas",1998,13.6
"Bahrain",1998,12.1
"Bangladesh",1998,70.6
"Barbados",1998,14.2
"Belarus",1998,13.6
"Belgium",1998,5.2
"Belize",1998,22.5
"Benin",1998,92.7
"Bhutan",1998,65.2
"Bolivia",1998,64.1
"Bosnia and Herzegovina",1998,9.3
"Botswana",1998,52
"Brazil",1998,32.4
"Brunei",1998,7.8
"Bulgaria",1998,19.2
"Burkina Faso",1998,98.3
"Burundi",1998,97.9
"Cambodia",1998,87.1
"Cameroon",1998,94.7
"Canada",1998,5.4
"Cape Verde",1998,35.5
"Central African Republic",1998,114.7
"Chad",1998,108
"Chile",1998,10.1
"China",1998,33.5
"Colombia",1998,22.6
"Comoros",1998,73.7
"Congo, Dem. Rep.",1998,110.9
"Congo, Rep.",1998,75.3
"Costa Rica",1998,12.3
"Cote d'Ivoire",1998,102.3
"Croatia",1998,7.7
"Cuba",1998,7.3
"Cyprus",1998,6.4
"Czech Republic",1998,6.5
"Denmark",1998,4.8
"Djibouti",1998,82.6
"Dominican Republic",1998,35.2
"Ecuador",1998,30.7
"Egypt",1998,41.4
"El Salvador",1998,30
"Equatorial Guinea",1998,109.7
"Eritrea",1998,64.1
"Estonia",1998,10.3
"Ethiopia",1998,95.6
"Fiji",1998,21.2
"Finland",1998,3.8
"France",1998,4.6
"French Polynesia",1998,NA
"Gabon",1998,56.8
"Gambia",1998,66.2
"Georgia",1998,34.5
"Germany",1998,4.6
"Ghana",1998,68.4
"Greece",1998,7.8
"Greenland",1998,NA
"Grenada",1998,14
"Guatemala",1998,43
"Guinea",1998,110.9
"Guinea-Bissau",1998,113.1
"Guyana",1998,38.8
"Haiti",1998,79.9
"Honduras",1998,36.8
"Hong Kong, China",1998,NA
"Hungary",1998,10.7
"Iceland",1998,3.5
"India",1998,70.9
"Indonesia",1998,44.7
"Iran",1998,31.7
"Iraq",1998,37
"Ireland",1998,6.1
"Israel",1998,6.1
"Italy",1998,5.3
"Jamaica",1998,19.9
"Japan",1998,3.6
"Jordan",1998,24.3
"Kazakhstan",1998,41.1
"Kenya",1998,69.9
"Kiribati",1998,56.1
"South Korea",1998,4.7
"Kuwait",1998,11.5
"Kyrgyz Republic",1998,45.5
"Lao",1998,88.7
"Latvia",1998,16.9
"Lebanon",1998,19
"Lesotho",1998,81.8
"Liberia",1998,138.1
"Libya",1998,25.7
"Lithuania",1998,10.4
"Luxembourg",1998,4.4
"Macao, China",1998,NA
"Macedonia, FYR",1998,16.1
"Madagascar",1998,76.7
"Malawi",1998,113.9
"Malaysia",1998,10.1
"Maldives",1998,43.1
"Mali",1998,121
"Malta",1998,7.4
"Mauritania",1998,76.3
"Mauritius",1998,19
"Mexico",1998,24.3
"Micronesia, Fed. Sts.",1998,43.3
"Moldova",1998,29.8
"Mongolia",1998,53.8
"Montenegro",1998,13.2
"Morocco",1998,45.8
"Mozambique",1998,126.6
"Namibia",1998,48.9
"Nepal",1998,66.2
"Netherlands",1998,5.3
"New Caledonia",1998,NA
"New Zealand",1998,6.4
"Nicaragua",1998,37
"Niger",1998,107.7
"Nigeria",1998,117.5
"Norway",1998,4.1
"Oman",1998,16.4
"Pakistan",1998,91.4
"Panama",1998,22.7
"Papua New Guinea",1998,59.3
"Paraguay",1998,29.3
"Peru",1998,34.3
"Philippines",1998,31.1
"Poland",1998,9.4
"Portugal",1998,6.3
"Puerto Rico",1998,NA
"Qatar",1998,11.5
"Romania",1998,25
"Russia",1998,21.1
"Rwanda",1998,121.4
"St. Lucia",1998,15.8
"St. Vincent and the Grenadines",1998,19.2
"Samoa",1998,19.7
"Saudi Arabia",1998,21.1
"Senegal",1998,70.9
"Serbia",1998,12
"Seychelles",1998,12.2
"Sierra Leone",1998,148.1
"Singapore",1998,3.6
"Slovak Republic",1998,11
"Slovenia",1998,5.2
"Solomon Islands",1998,27.9
"South Africa",1998,52.2
"Spain",1998,5.8
"Sri Lanka",1998,15.3
"Sudan",1998,70.9
"Suriname",1998,32.2
"Swaziland",1998,79.1
"Sweden",1998,3.5
"Switzerland",1998,4.8
"Syria",1998,21.6
"Tajikistan",1998,83
"Tanzania",1998,88.2
"Thailand",1998,20.8
"Timor-Leste",1998,94.4
"Togo",1998,79.6
"Tonga",1998,15.5
"Trinidad and Tobago",1998,25.4
"Tunisia",1998,29.9
"Turkey",1998,36.3
"Turkmenistan",1998,69.2
"Uganda",1998,96
"Ukraine",1998,17
"United Arab Emirates",1998,10.1
"United Kingdom",1998,5.8
"United States",1998,7.3
"Uruguay",1998,16
"Uzbekistan",1998,55.1
"Vanuatu",1998,24.3
"Venezuela",1998,20
"West Bank and Gaza",1998,26.4
"Vietnam",1998,27.9
"Yemen",1998,74.4
"Zambia",1998,103.1
"Zimbabwe",1998,63.3
"Albania",1999,24.4
"Algeria",1999,34.4
"Angola",1999,129.5
"Antigua and Barbuda",1999,14.5
"Argentina",1999,18.5
"Armenia",1999,27.9
"Aruba",1999,NA
"Australia",1999,5.3
"Austria",1999,4.7
"Azerbaijan",1999,64.5
"Bahamas",1999,13.2
"Bahrain",1999,11.4
"Bangladesh",1999,67.4
"Barbados",1999,14.5
"Belarus",1999,12.6
"Belgium",1999,4.9
"Belize",1999,21.8
"Benin",1999,91.1
"Bhutan",1999,62
"Bolivia",1999,61.4
"Bosnia and Herzegovina",1999,8.6
"Botswana",1999,53.1
"Brazil",1999,30.2
"Brunei",1999,7.6
"Bulgaria",1999,18.6
"Burkina Faso",1999,97.3
"Burundi",1999,95.7
"Cambodia",1999,84.5
"Cameroon",1999,93.8
"Canada",1999,5.3
"Cape Verde",1999,32.1
"Central African Republic",1999,114.2
"Chad",1999,106.9
"Chile",1999,9.6
"China",1999,31.9
"Colombia",1999,21.9
"Comoros",1999,73.1
"Congo, Dem. Rep.",1999,109.3
"Congo, Rep.",1999,76.5
"Costa Rica",1999,11.8
"Cote d'Ivoire",1999,101
"Croatia",1999,7.4
"Cuba",1999,6.9
"Cyprus",1999,5.9
"Czech Republic",1999,6
"Denmark",1999,4.7
"Djibouti",1999,81.2
"Dominican Republic",1999,34.2
"Ecuador",1999,29.5
"Egypt",1999,39.1
"El Salvador",1999,28.4
"Equatorial Guinea",1999,107.3
"Eritrea",1999,61.1
"Estonia",1999,9.6
"Ethiopia",1999,92.6
"Fiji",1999,21
"Finland",1999,3.6
"France",1999,4.5
"French Polynesia",1999,NA
"Gabon",1999,56.3
"Gambia",1999,64.8
"Georgia",1999,32.9
"Germany",1999,4.5
"Ghana",1999,66.7
"Greece",1999,7.4
"Greenland",1999,NA
"Grenada",1999,13.8
"Guatemala",1999,41.4
"Guinea",1999,106.9
"Guinea-Bissau",1999,110.1
"Guyana",1999,37.9
"Haiti",1999,77.4
"Honduras",1999,31.8
"Hong Kong, China",1999,NA
"Hungary",1999,10.2
"Iceland",1999,3.3
"India",1999,68.6
"Indonesia",1999,42.9
"Iran",1999,30.1
"Iraq",1999,36.4
"Ireland",1999,6.1
"Israel",1999,5.9
"Italy",1999,5
"Jamaica",1999,19.3
"Japan",1999,3.4
"Jordan",1999,23.8
"Kazakhstan",1999,39.4
"Kenya",1999,68.4
"Kiribati",1999,54.6
"South Korea",1999,4.9
"Kuwait",1999,11.1
"Kyrgyz Republic",1999,43.5
"Lao",1999,86
"Latvia",1999,15.7
"Lebanon",1999,18.1
"Lesotho",1999,83
"Liberia",1999,130.6
"Libya",1999,24.9
"Lithuania",1999,10
"Luxembourg",1999,4.1
"Macao, China",1999,NA
"Macedonia, FYR",1999,15
"Madagascar",1999,73.2
"Malawi",1999,109.4
"Malaysia",1999,9.4
"Maldives",1999,39.4
"Mali",1999,118.9
"Malta",1999,7.1
"Mauritania",1999,76.2
"Mauritius",1999,17.8
"Mexico",1999,22.9
"Micronesia, Fed. Sts.",1999,42.9
"Moldova",1999,28.1
"Mongolia",1999,51
"Montenegro",1999,13
"Morocco",1999,43.9
"Mozambique",1999,120.7
"Namibia",1999,49.2
"Nepal",1999,62.8
"Netherlands",1999,5.2
"New Caledonia",1999,NA
"New Zealand",1999,6.2
"Nicaragua",1999,34.2
"Niger",1999,104.3
"Nigeria",1999,114.8
"Norway",1999,4
"Oman",1999,15.3
"Pakistan",1999,89.5
"Panama",1999,22.3
"Papua New Guinea",1999,58.8
"Paraguay",1999,28.5
"Peru",1999,31.8
"Philippines",1999,30.5
"Poland",1999,8.6
"Portugal",1999,5.9
"Puerto Rico",1999,NA
"Qatar",1999,11.1
"Romania",1999,24.2
"Russia",1999,20.5
"Rwanda",1999,115.2
"St. Lucia",1999,15.5
"St. Vincent and the Grenadines",1999,19.2
"Samoa",1999,19.1
"Saudi Arabia",1999,20.2
"Senegal",1999,70
"Serbia",1999,11.4
"Seychelles",1999,12.2
"Sierra Leone",1999,145.8
"Singapore",1999,3.4
"Slovak Republic",1999,10.6
"Slovenia",1999,4.8
"Solomon Islands",1999,27.6
"South Africa",1999,53.2
"Spain",1999,5.6
"Sri Lanka",1999,14.6
"Sudan",1999,69.4
"Suriname",1999,31.2
"Swaziland",1999,81.8
"Sweden",1999,3.4
"Switzerland",1999,4.7
"Syria",1999,20.7
"Tajikistan",1999,78.8
"Tanzania",1999,84.5
"Thailand",1999,19.9
"Timor-Leste",1999,90.3
"Togo",1999,77.9
"Tonga",1999,15.3
"Trinidad and Tobago",1999,25.4
"Tunisia",1999,28.1
"Turkey",1999,34.2
"Turkmenistan",1999,67.8
"Uganda",1999,93.4
"Ukraine",1999,16.5
"United Arab Emirates",1999,9.8
"United Kingdom",1999,5.7
"United States",1999,7.2
"Uruguay",1999,15.3
"Uzbekistan",1999,54
"Vanuatu",1999,24.1
"Venezuela",1999,20.2
"West Bank and Gaza",1999,25.6
"Vietnam",1999,27
"Yemen",1999,71.9
"Zambia",1999,100.9
"Zimbabwe",1999,63.5
"Albania",2000,23.2
"Algeria",2000,33.9
"Angola",2000,128.3
"Antigua and Barbuda",2000,13.8
"Argentina",2000,18
"Armenia",2000,26.6
"Aruba",2000,NA
"Australia",2000,5.1
"Austria",2000,4.6
"Azerbaijan",2000,60.6
"Bahamas",2000,13
"Bahrain",2000,10.9
"Bangladesh",2000,64.4
"Barbados",2000,14.8
"Belarus",2000,11.4
"Belgium",2000,4.8
"Belize",2000,21.1
"Benin",2000,89.3
"Bhutan",2000,59
"Bolivia",2000,58.8
"Bosnia and Herzegovina",2000,7.9
"Botswana",2000,52.4
"Brazil",2000,28.1
"Brunei",2000,7.6
"Bulgaria",2000,17.9
"Burkina Faso",2000,96.2
"Burundi",2000,93.4
"Cambodia",2000,80.4
"Cameroon",2000,91.9
"Canada",2000,5.2
"Cape Verde",2000,29.1
"Central African Republic",2000,113.6
"Chad",2000,105.7
"Chile",2000,9.2
"China",2000,30.2
"Colombia",2000,21.2
"Comoros",2000,72.7
"Congo, Dem. Rep.",2000,107.4
"Congo, Rep.",2000,76.6
"Costa Rica",2000,11.2
"Cote d'Ivoire",2000,99.5
"Croatia",2000,7.1
"Cuba",2000,6.5
"Cyprus",2000,5.5
"Czech Republic",2000,5.6
"Denmark",2000,4.6
"Djibouti",2000,79.7
"Dominican Republic",2000,33.3
"Ecuador",2000,28.4
"Egypt",2000,37
"El Salvador",2000,26.8
"Equatorial Guinea",2000,104.8
"Eritrea",2000,58.3
"Estonia",2000,8.8
"Ethiopia",2000,89.5
"Fiji",2000,20.8
"Finland",2000,3.5
"France",2000,4.4
"French Polynesia",2000,NA
"Gabon",2000,55.6
"Gambia",2000,63.3
"Georgia",2000,31.2
"Germany",2000,4.4
"Ghana",2000,64.9
"Greece",2000,6.9
"Greenland",2000,NA
"Grenada",2000,13.6
"Guatemala",2000,39.9
"Guinea",2000,103.1
"Guinea-Bissau",2000,106.9
"Guyana",2000,37.2
"Haiti",2000,75
"Honduras",2000,30.5
"Hong Kong, China",2000,NA
"Hungary",2000,9.7
"Iceland",2000,3.1
"India",2000,66.4
"Indonesia",2000,41.1
"Iran",2000,28.6
"Iraq",2000,35.8
