"country","year","life_expectancy"
"Denmark",1995,75.6
"Djibouti",1995,60.4
"Dominican Republic",1995,72.6
"Ecuador",1995,72.3
"Egypt",1995,67.4
"El Salvador",1995,70
"Equatorial Guinea",1995,48.5
"Eritrea",1995,57.8
"Estonia",1995,67.7
"Ethiopia",1995,49.2
"Fiji",1995,64.5
"Finland",1995,76.7
"France",1995,78.2
"French Polynesia",1995,70.43
"Gabon",1995,59.8
"Gambia",1995,62.6
"Georgia",1995,70.7
"Germany",1995,76.6
"Ghana",1995,60
"Greece",1995,77.8
"Greenland",1995,66.5
"Grenada",1995,70.7
"Guatemala",1995,66.9
"Guinea",1995,53.4
"Guinea-Bissau",1995,52.3
"Guyana",1995,64.4
"Haiti",1995,56.2
"Honduras",1995,70.1
"Hong Kong, China",1995,78.72
"Hungary",1995,70.1
"Iceland",1995,78.9
"India",1995,59.9
"Indonesia",1995,66.1
"Iran",1995,69.9
"Iraq",1995,65.3
"Ireland",1995,77.1
"Israel",1995,77.4
"Italy",1995,78.1
"Jamaica",1995,74.7
"Japan",1995,79.7
"Jordan",1995,72.5
"Kazakhstan",1995,63.6
"Kenya",1995,58.1
"Kiribati",1995,58.9
"South Korea",1995,74
"Kuwait",1995,76.5
"Kyrgyz Republic",1995,65.1
"Lao",1995,53.6
"Latvia",1995,66.5
"Lebanon",1995,73.4
"Lesotho",1995,58.7
"Liberia",1995,50.9
"Libya",1995,74.6
"Lithuania",1995,69
"Luxembourg",1995,76.9
"Macao, China",1995,76.56
"Macedonia, FYR",1995,71.8
"Madagascar",1995,57.2
"Malawi",1995,46.9
"Malaysia",1995,72.4
"Maldives",1995,69.3
"Mali",1995,51.4
"Malta",1995,78.4
"Mauritania",1995,61.2
"Mauritius",1995,70.3
"Mexico",1995,73
"Micronesia, Fed. Sts.",1995,65.4
"Moldova",1995,65.4
"Mongolia",1995,61.7
"Montenegro",1995,73.5
"Morocco",1995,69.5
"Mozambique",1995,52.7
"Namibia",1995,60.5
"Nepal",1995,61.7
"Netherlands",1995,77.6
"New Caledonia",1995,72.16
"New Zealand",1995,77
"Nicaragua",1995,74.4
"Niger",1995,49.5
"Nigeria",1995,55
"Norway",1995,77.9
"Oman",1995,73.9
"Pakistan",1995,61.8
"Panama",1995,75.3
"Papua New Guinea",1995,56.9
"Paraguay",1995,74.1
"Peru",1995,71.1
"Philippines",1995,68.8
"Poland",1995,71.9
"Portugal",1995,75.5
"Puerto Rico",1995,73.3
"Qatar",1995,74.4
"Romania",1995,69.4
"Russia",1995,64.4
"Rwanda",1995,43.8
"St. Lucia",1995,71.1
"St. Vincent and the Grenadines",1995,69.6
"Samoa",1995,70
"Saudi Arabia",1995,75.5
"Senegal",1995,58.4
"Serbia",1995,72
"Seychelles",1995,69.8
"Sierra Leone",1995,50.9
"Singapore",1995,76.4
"Slovak Republic",1995,72.4
"Slovenia",1995,74.6
"Solomon Islands",1995,61.1
"South Africa",1995,62.7
"Spain",1995,77.9
"Sri Lanka",1995,71.7
"Sudan",1995,60.5
"Suriname",1995,70.1
"Swaziland",1995,59.1
"Sweden",1995,78.9
"Switzerland",1995,78.5
"Syria",1995,72.7
"Tajikistan",1995,64.1
"Tanzania",1995,53.9
"Thailand",1995,70.6
"Timor-Leste",1995,61.8
"Togo",1995,57.6
"Tonga",1995,69.6
"Trinidad and Tobago",1995,69.3
"Tunisia",1995,72.9
"Turkey",1995,70
"Turkmenistan",1995,63.3
"Uganda",1995,48.3
"Ukraine",1995,66.5
"United Arab Emirates",1995,71.9
"United Kingdom",1995,76.7
"United States",1995,75.9
"Uruguay",1995,73.4
"Uzbekistan",1995,66.6
"Vanuatu",1995,62.3
"Venezuela",1995,72.7
"West Bank and Gaza",1995,73.7
"Vietnam",1995,70.6
"Yemen",1995,60.3
"Zambia",1995,46.9
"Zimbabwe",1995,56
"Albania",1996,73.8
"Algeria",1996,72.1
"Angola",1996,51.3
"Antigua and Barbuda",1996,73.5
"Argentina",1996,73.5
"Armenia",1996,69.4
"Aruba",1996,73.65
"Australia",1996,78.5
"Austria",1996,77.1
"Azerbaijan",1996,65
"Bahamas",1996,70
"Bahrain",1996,73.4
"Bangladesh",1996,62.4
"Barbados",1996,73.7
"Belarus",1996,68.1
"Belgium",1996,77.2
"Belize",1996,70.4
"Benin",1996,56.6
"Bhutan",1996,64.7
"Bolivia",1996,65.1
"Bosnia and Herzegovina",1996,73.8
"Botswana",1996,54.8
"Brazil",1996,69.3
"Brunei",1996,74.9
"Bulgaria",1996,70.9
"Burkina Faso",1996,51.5
"Burundi",1996,44.3
"Cambodia",1996,58.3
"Cameroon",1996,56.2
"Canada",1996,78.3
"Cape Verde",1996,68.2
"Central African Republic",1996,46.3
"Chad",1996,53
"Chile",1996,75.7
"China",1996,68.8
"Colombia",1996,72.2
"Comoros",1996,58.4
"Congo, Dem. Rep.",1996,51.8
"Congo, Rep.",1996,52.2
"Costa Rica",1996,76.8
"Cote d'Ivoire",1996,52.3
"Croatia",1996,73.4
"Cuba",1996,75.2
"Cyprus",1996,77.1
"Czech Republic",1996,73.8
"Denmark",1996,75.9
"Djibouti",1996,60.3
"Dominican Republic",1996,72.6
"Ecuador",1996,72.5
"Egypt",1996,67.9
"El Salvador",1996,70.3
"Equatorial Guinea",1996,48.9
"Eritrea",1996,58.4
"Estonia",1996,69.8
"Ethiopia",1996,50
"Fiji",1996,64.3
"Finland",1996,76.8
"France",1996,78.4
"French Polynesia",1996,70.82
"Gabon",1996,59.6
"Gambia",1996,62.8
"Georgia",1996,71.2
"Germany",1996,76.9
"Ghana",1996,60.1
"Greece",1996,77.9
"Greenland",1996,66.8
"Grenada",1996,70.8
"Guatemala",1996,68.1
"Guinea",1996,53.8
"Guinea-Bissau",1996,52.6
"Guyana",1996,64.3
"Haiti",1996,56.7
"Honduras",1996,70.1
"Hong Kong, China",1996,78.99
"Hungary",1996,70.5
"Iceland",1996,79.4
"India",1996,60.2
"Indonesia",1996,66.4
"Iran",1996,69.8
"Iraq",1996,65.3
"Ireland",1996,77.5
"Israel",1996,77.7
"Italy",1996,78.3
"Jamaica",1996,74.5
"Japan",1996,80.2
"Jordan",1996,72.6
"Kazakhstan",1996,63.5
"Kenya",1996,57.4
"Kiribati",1996,59.2
"South Korea",1996,74.5
"Kuwait",1996,76
"Kyrgyz Republic",1996,65.2
"Lao",1996,54
"Latvia",1996,68.6
"Lebanon",1996,74
"Lesotho",1996,57.9
"Liberia",1996,50.4
"Libya",1996,74.6
"Lithuania",1996,70.2
"Luxembourg",1996,77.1
"Macao, China",1996,76.78
"Macedonia, FYR",1996,72.1
"Madagascar",1996,57.6
"Malawi",1996,46.3
"Malaysia",1996,72.5
"Maldives",1996,70
"Mali",1996,51.8
"Malta",1996,78.5
"Mauritania",1996,61.5
"Mauritius",1996,70.5
"Mexico",1996,73.3
"Micronesia, Fed. Sts.",1996,65.7
"Moldova",1996,66.1
"Mongolia",1996,61.7
"Montenegro",1996,73.4
"Morocco",1996,70
"Mozambique",1996,52.6
"Namibia",1996,59.3
"Nepal",1996,62.5
"Netherlands",1996,77.6
"New Caledonia",1996,72.43
"New Zealand",1996,77.3
"Nicaragua",1996,74.7
"Niger",1996,50.2
"Nigeria",1996,55
"Norway",1996,78.2
"Oman",1996,74.2
"Pakistan",1996,61.9
"Panama",1996,75.4
"Papua New Guinea",1996,57
"Paraguay",1996,74.1
"Peru",1996,71.7
"Philippines",1996,68.9
"Poland",1996,72.4
"Portugal",1996,75.5
"Puerto Rico",1996,73.6
"Qatar",1996,74.5
"Romania",1996,69.1
"Russia",1996,65.7
"Rwanda",1996,44.6
"St. Lucia",1996,71.2
"St. Vincent and the Grenadines",1996,69.4
"Samoa",1996,70.2
"Saudi Arabia",1996,75.8
"Senegal",1996,58.8
"Serbia",1996,71.9
"Seychelles",1996,69.9
"Sierra Leone",1996,51.9
"Singapore",1996,76.7
"Slovak Republic",1996,72.8
"Slovenia",1996,75
"Solomon Islands",1996,61.4
"South Africa",1996,61.6
"Spain",1996,78.1
"Sri Lanka",1996,71.3
"Sudan",1996,60.6
"Suriname",1996,70.2
"Swaziland",1996,57.1
"Sweden",1996,79.1
"Switzerland",1996,79.1
"Syria",1996,73.1
"Tajikistan",1996,63.3
"Tanzania",1996,53.8
"Thailand",1996,70.6
"Timor-Leste",1996,62.3
"Togo",1996,57.3
"Tonga",1996,69.7
"Trinidad and Tobago",1996,69.3
"Tunisia",1996,73.4
"Turkey",1996,70.6
"Turkmenistan",1996,63.2
"Uganda",1996,48.2
"Ukraine",1996,66.7
"United Arab Emirates",1996,72.1
"United Kingdom",1996,76.9
"United States",1996,76.3
"Uruguay",1996,73.5
"Uzbekistan",1996,66.7
"Vanuatu",1996,62.4
"Venezuela",1996,73.1
"West Bank and Gaza",1996,74
"Vietnam",1996,70.9
"Yemen",1996,60.7
"Zambia",1996,46.3
"Zimbabwe",1996,54.4
"Albania",1997,74.1
"Algeria",1997,72.4
"Angola",1997,51.7
"Antigua and Barbuda",1997,73.9
"Argentina",1997,73.6
"Armenia",1997,70
"Aruba",1997,73.67
"Australia",1997,78.8
"Austria",1997,77.6
"Azerbaijan",1997,65.3
"Bahamas",1997,70.2
"Bahrain",1997,73.8
"Bangladesh",1997,63.2
"Barbados",1997,73.9
"Belarus",1997,68
"Belgium",1997,77.4
"Belize",1997,69.7
"Benin",1997,56.9
"Bhutan",1997,65.1
"Bolivia",1997,65.6
"Bosnia and Herzegovina",1997,74.4
"Botswana",1997,52.9
"Brazil",1997,69.6
"Brunei",1997,75.2
"Bulgaria",1997,70.6
"Burkina Faso",1997,51.6
"Burundi",1997,45
"Cambodia",1997,58.7
"Cameroon",1997,55.5
"Canada",1997,78.6
"Cape Verde",1997,68.2
"Central African Republic",1997,45.9
"Chad",1997,52.5
"Chile",1997,76.2
"China",1997,69.1
"Colombia",1997,72.8
"Comoros",1997,59.4
"Congo, Dem. Rep.",1997,53.2
"Congo, Rep.",1997,46.3
"Costa Rica",1997,77
"Cote d'Ivoire",1997,52.3
"Croatia",1997,73.4
"Cuba",1997,75.4
"Cyprus",1997,77.1
"Czech Republic",1997,74.2
"Denmark",1997,76.2
"Djibouti",1997,60.1
"Dominican Republic",1997,72.9
"Ecuador",1997,72.7
"Egypt",1997,68.2
"El Salvador",1997,70.8
"Equatorial Guinea",1997,50.3
"Eritrea",1997,59
"Estonia",1997,70
"Ethiopia",1997,50.6
"Fiji",1997,64.1
"Finland",1997,77.1
"France",1997,78.7
"French Polynesia",1997,71.21
"Gabon",1997,59.9
"Gambia",1997,63.1
"Georgia",1997,71.3
"Germany",1997,77.3
"Ghana",1997,59.8
"Greece",1997,78.1
"Greenland",1997,66.9
"Grenada",1997,70.8
"Guatemala",1997,67.7
"Guinea",1997,54
"Guinea-Bissau",1997,52.8
"Guyana",1997,64.3
"Haiti",1997,57
"Honduras",1997,70.2
"Hong Kong, China",1997,79.29
"Hungary",1997,70.9
"Iceland",1997,79.6
"India",1997,60.5
"Indonesia",1997,66.7
"Iran",1997,70.3
"Iraq",1997,65.2
"Ireland",1997,77.4
"Israel",1997,77.9
"Italy",1997,78.7
"Jamaica",1997,74.4
"Japan",1997,80.4
"Jordan",1997,72.8
"Kazakhstan",1997,63.9
"Kenya",1997,56.7
"Kiribati",1997,59.4
"South Korea",1997,74.9
"Kuwait",1997,76.2
"Kyrgyz Republic",1997,65.3
"Lao",1997,54.4
"Latvia",1997,69.3
"Lebanon",1997,74.4
"Lesotho",1997,56.6
"Liberia",1997,53.8
"Libya",1997,74.8
"Lithuania",1997,71.1
"Luxembourg",1997,77.4
"Macao, China",1997,77
"Macedonia, FYR",1997,72.3
"Madagascar",1997,58
"Malawi",1997,45.8
"Malaysia",1997,72.8
"Maldives",1997,70.8
"Mali",1997,52.2
"Malta",1997,78.8
"Mauritania",1997,62
"Mauritius",1997,70.7
"Mexico",1997,73.6
"Micronesia, Fed. Sts.",1997,65.9
"Moldova",1997,67.9
"Mongolia",1997,61.9
"Montenegro",1997,73.3
"Morocco",1997,70.4
"Mozambique",1997,52.5
"Namibia",1997,58.1
"Nepal",1997,63.4
"Netherlands",1997,77.9
"New Caledonia",1997,72.7
"New Zealand",1997,77.6
"Nicaragua",1997,75
"Niger",1997,50.6
"Nigeria",1997,55
"Norway",1997,78.3
"Oman",1997,74.5
"Pakistan",1997,61.8
"Panama",1997,75.6
"Papua New Guinea",1997,57.2
"Paraguay",1997,74.2
"Peru",1997,72.4
"Philippines",1997,69
"Poland",1997,72.7
"Portugal",1997,75.8
"Puerto Rico",1997,74.5
"Qatar",1997,74.6
"Romania",1997,69.1
"Russia",1997,67
"Rwanda",1997,44
"St. Lucia",1997,71.5
"St. Vincent and the Grenadines",1997,69.7
"Samoa",1997,70.4
"Saudi Arabia",1997,76
"Senegal",1997,58.9
"Serbia",1997,72.1
"Seychelles",1997,70.1
"Sierra Leone",1997,51.3
"Singapore",1997,77.2
"Slovak Republic",1997,72.8
"Slovenia",1997,75.2
"Solomon Islands",1997,61.5
"South Africa",1997,60
"Spain",1997,78.6
"Sri Lanka",1997,71.4
"Sudan",1997,60.8
"Suriname",1997,70.2
"Swaziland",1997,55.8
"Sweden",1997,79.4
"Switzerland",1997,79.2
"Syria",1997,73.4
"Tajikistan",1997,64.8
"Tanzania",1997,53.8
"Thailand",1997,70.5
"Timor-Leste",1997,62.4
"Togo",1997,56.9
"Tonga",1997,69.7
"Trinidad and Tobago",1997,69.4
"Tunisia",1997,73.9
"Turkey",1997,71.2
"Turkmenistan",1997,63.2
"Uganda",1997,48.5
"Ukraine",1997,67.3
"United Arab Emirates",1997,72.4
"United Kingdom",1997,77.1
"United States",1997,76.6
"Uruguay",1997,73.7
"Uzbekistan",1997,66.9
"Vanuatu",1997,61.2
"Venezuela",1997,73.6
"West Bank and Gaza",1997,74.2
"Vietnam",1997,71.1
"Yemen",1997,61.1
"Zambia",1997,45.9
"Zimbabwe",1997,52.8
"Albania",1998,74.2
"Algeria",1998,72.6
"Angola",1998,51.8
"Antigua and Barbuda",1998,74.1
"Argentina",1998,73.8
"Armenia",1998,70.5
"Aruba",1998,73.7
"Australia",1998,79.2
"Austria",1998,77.8
"Azerbaijan",1998,65.6
"Bahamas",1998,70.1
"Bahrain",1998,74
"Bangladesh",1998,63.9
"Barbados",1998,74.1
"Belarus",1998,67.9
"Belgium",1998,77.5
"Belize",1998,69.5
"Benin",1998,57
"Bhutan",1998,65.6
"Bolivia",1998,66.3
"Bosnia and Herzegovina",1998,74.8
"Botswana",1998,50.9
"Brazil",1998,69.9
"Brunei",1998,75.6
"Bulgaria",1998,71
"Burkina Faso",1998,51.8
"Burundi",1998,45.5
"Cambodia",1998,59
"Cameroon",1998,55
"Canada",1998,78.8
"Cape Verde",1998,68.2
"Central African Republic",1998,45.7
"Chad",1998,52.1
"Chile",1998,76.6
"China",1998,69.4
"Colombia",1998,73.1
"Comoros",1998,60
"Congo, Dem. Rep.",1998,53.5
"Congo, Rep.",1998,49.9
"Costa Rica",1998,77.2
"Cote d'Ivoire",1998,52.2
"Croatia",1998,73.5
"Cuba",1998,75.6
"Cyprus",1998,77.1
"Czech Republic",1998,74.5
"Denmark",1998,76.7
"Djibouti",1998,60
"Dominican Republic",1998,72.9
"Ecuador",1998,72.8
"Egypt",1998,68.6
"El Salvador",1998,71
"Equatorial Guinea",1998,51.2
"Eritrea",1998,58.8
"Estonia",1998,69.5
"Ethiopia",1998,51.1
"Fiji",1998,64.2
"Finland",1998,77.3
"France",1998,78.7
"French Polynesia",1998,71.59
"Gabon",1998,60
"Gambia",1998,63.4
"Georgia",1998,71.4
"Germany",1998,77.6
"Ghana",1998,60.1
"Greece",1998,78.2
"Greenland",1998,67.2
"Grenada",1998,70.6
"Guatemala",1998,67.7
"Guinea",1998,54
"Guinea-Bissau",1998,51.7
"Guyana",1998,64.3
"Haiti",1998,57.5
"Honduras",1998,63.9
"Hong Kong, China",1998,79.63
"Hungary",1998,71.1
"Iceland",1998,79.9
"India",1998,60.8
"Indonesia",1998,67
"Iran",1998,70.8
"Iraq",1998,65.7
"Ireland",1998,77.6
"Israel",1998,78.1
"Italy",1998,78.9
"Jamaica",1998,74.5
"Japan",1998,80.5
"Jordan",1998,73
"Kazakhstan",1998,64.2
"Kenya",1998,56.1
"Kiribati",1998,59.5
"South Korea",1998,75.4
"Kuwait",1998,76.3
"Kyrgyz Republic",1998,65.6
"Lao",1998,54.9
"Latvia",1998,69
"Lebanon",1998,74.9
"Lesotho",1998,54.6
"Liberia",1998,54.4
"Libya",1998,74.8
"Lithuania",1998,71.3
"Luxembourg",1998,77.7
"Macao, China",1998,77.21
"Macedonia, FYR",1998,72.4
"Madagascar",1998,58.3
"Malawi",1998,45.3
"Malaysia",1998,73
"Maldives",1998,71.7
"Mali",1998,50.9
"Malta",1998,78.9
"Mauritania",1998,62.5
"Mauritius",1998,71
"Mexico",1998,73.7
"Micronesia, Fed. Sts.",1998,66.1
"Moldova",1998,68.5
"Mongolia",1998,62.1
"Montenegro",1998,73.1
"Morocco",1998,70.8
"Mozambique",1998,52.6
"Namibia",1998,56.7
"Nepal",1998,63.9
"Netherlands",1998,78.1
"New Caledonia",1998,72.95
"New Zealand",1998,78
"Nicaragua",1998,73.2
"Niger",1998,51.2
"Nigeria",1998,55.1
"Norway",1998,78.3
"Oman",1998,74.8
"Pakistan",1998,62
"Panama",1998,75.8
"Papua New Guinea",1998,56.5
"Paraguay",1998,74.2
"Peru",1998,73.1
"Philippines",1998,69
"Poland",1998,73
"Portugal",1998,76.1
"Puerto Rico",1998,75.1
"Qatar",1998,74.6
"Romania",1998,69.8
"Russia",1998,67.2
"Rwanda",1998,45.6
"St. Lucia",1998,71.7
"St. Vincent and the Grenadines",1998,69.8
"Samoa",1998,70.6
"Saudi Arabia",1998,76.3
"Senegal",1998,59.1
"Serbia",1998,71.5
"Seychelles",1998,70.4
"Sierra Leone",1998,49.7
"Singapore",1998,77.6
"Slovak Republic",1998,72.8
"Slovenia",1998,75.4
"Solomon Islands",1998,61.6
"South Africa",1998,58.9
"Spain",1998,78.8
"Sri Lanka",1998,72
"Sudan",1998,61.2
"Suriname",1998,70.1
"Swaziland",1998,53.5
"Sweden",1998,79.5
"Switzerland",1998,79.5
"Syria",1998,73.8
"Tajikistan",1998,64.9
"Tanzania",1998,53.7
"Thailand",1998,70.4
"Timor-Leste",1998,62.8
"Togo",1998,56.6
"Tonga",1998,69.7
"Trinidad and Tobago",1998,69.6
"Tunisia",1998,74.3
"Turkey",1998,72
"Turkmenistan",1998,63.3
"Uganda",1998,48.7
"Ukraine",1998,68.1
"United Arab Emirates",1998,72.8
"United Kingdom",1998,77.3
"United States",1998,76.8
"Uruguay",1998,74
"Uzbekistan",1998,67.1
"Vanuatu",1998,62.5
"Venezuela",1998,73.6
"West Bank and Gaza",1998,74.5
"Vietnam",1998,71.5
"Yemen",1998,61.5
"Zambia",1998,45.4
"Zimbabwe",1998,50.9
"Albania",1999,74.2
"Algeria",1999,73
"Angola",1999,51.8
"Antigua and Barbuda",1999,74
"Argentina",1999,73.9
"Armenia",1999,70.8
"Aruba",1999,73.73
"Australia",1999,79.4
"Austria",1999,78
"Azerbaijan",1999,65.9
"Bahamas",1999,70.1
"Bahrain",1999,74.2
"Bangladesh",1999,64.6
"Barbados",1999,74.2
"Belarus",1999,67.7
"Belgium",1999,77.7
"Belize",1999,69.3
"Benin",1999,57.1
"Bhutan",1999,66.5
"Bolivia",1999,66.9
"Bosnia and Herzegovina",1999,75.3
"Botswana",1999,49.2
"Brazil",1999,70.3
"Brunei",1999,75.8
"Bulgaria",1999,71.4
"Burkina Faso",1999,52.2
"Burundi",1999,46.3
"Cambodia",1999,59.5
"Cameroon",1999,54.7
"Canada",1999,79
"Cape Verde",1999,68.2
"Central African Republic",1999,45.5
"Chad",1999,51.7
"Chile",1999,76.9
"China",1999,69.6
"Colombia",1999,73.2
"Comoros",1999,61.4
"Congo, Dem. Rep.",1999,54
"Congo, Rep.",1999,51.6
"Costa Rica",1999,77.5
"Cote d'Ivoire",1999,52.2
"Croatia",1999,73.8
"Cuba",1999,75.8
"Cyprus",1999,77.5
"Czech Republic",1999,74.7
"Denmark",1999,76.3
"Djibouti",1999,59.9
"Dominican Republic",1999,73.2
"Ecuador",1999,73.1
"Egypt",1999,69
"El Salvador",1999,71.6
"Equatorial Guinea",1999,52
"Eritrea",1999,52.2
"Estonia",1999,70.2
"Ethiopia",1999,50.6
"Fiji",1999,64.1
"Finland",1999,77.5
"France",1999,78.8
"French Polynesia",1999,71.96
"Gabon",1999,59.7
"Gambia",1999,63.4
"Georgia",1999,71.4
"Germany",1999,77.8
"Ghana",1999,60.1
"Greece",1999,78.3
"Greenland",1999,67.5
"Grenada",1999,70.6
"Guatemala",1999,68.8
"Guinea",1999,54
"Guinea-Bissau",1999,52.5
"Guyana",1999,64.3
"Haiti",1999,58
"Honduras",1999,70.3
"Hong Kong, China",1999,79.99
"Hungary",1999,71.3
"Iceland",1999,80.2
"India",1999,61.2
"Indonesia",1999,67.2
"Iran",1999,71.3
"Iraq",1999,65.9
"Ireland",1999,77.7
"Israel",1999,78.5
"Italy",1999,79.3
"Jamaica",1999,74.6
"Japan",1999,80.6
"Jordan",1999,73.2
"Kazakhstan",1999,65
"Kenya",1999,55.8
"Kiribati",1999,59.6
"South Korea",1999,75.8
"Kuwait",1999,77.3
"Kyrgyz Republic",1999,65.8
"Lao",1999,55.5
"Latvia",1999,70
"Lebanon",1999,75.6
"Lesotho",1999,52.9
"Liberia",1999,55.2
"Libya",1999,74.9
"Lithuania",1999,71.8
"Luxembourg",1999,78.1
"Macao, China",1999,77.42
"Macedonia, FYR",1999,72.6
"Madagascar",1999,58.8
"Malawi",1999,45.1
"Malaysia",1999,73.1
"Maldives",1999,72.3
"Mali",1999,53.5
"Malta",1999,79
"Mauritania",1999,63.2
"Mauritius",1999,71.2
"Mexico",1999,74.1
"Micronesia, Fed. Sts.",1999,66.3
"Moldova",1999,68.4
"Mongolia",1999,62.3
"Montenegro",1999,73
"Morocco",1999,71.1
"Mozambique",1999,52.6
"Namibia",1999,55.4
"Nepal",1999,64.6
"Netherlands",1999,78
"New Caledonia",1999,73.21
"New Zealand",1999,78.2
"Nicaragua",1999,75.6
"Niger",1999,51.8
"Nigeria",1999,55.2
"Norway",1999,78.5
"Oman",1999,75.1
"Pakistan",1999,62.1
"Panama",1999,76.2
"Papua New Guinea",1999,57.4
"Paraguay",1999,74.3
"Peru",1999,73.9
"Philippines",1999,69.2
"Poland",1999,73.1
"Portugal",1999,76.4
"Puerto Rico",1999,75.2
"Qatar",1999,74.6
"Romania",1999,70.6
"Russia",1999,65.9
"Rwanda",1999,47.2
"St. Lucia",1999,71.8
"St. Vincent and the Grenadines",1999,69.6
"Samoa",1999,70.7
"Saudi Arabia",1999,76.6
"Senegal",1999,59.2
"Serbia",1999,71
"Seychelles",1999,70.7
"Sierra Leone",1999,49.2
"Singapore",1999,78
"Slovak Republic",1999,73
"Slovenia",1999,75.7
"Solomon Islands",1999,61.7
"South Africa",1999,57.9
"Spain",1999,78.8
"Sri Lanka",1999,72.4
"Sudan",1999,62
"Suriname",1999,69.9
"Swaziland",1999,51.4
"Sweden",1999,79.5
"Switzerland",1999,79.8
"Syria",1999,74.1
"Tajikistan",1999,65.5
"Tanzania",1999,53.8
"Thailand",1999,70.5
"Timor-Leste",1999,62.3
"Togo",1999,56.8
"Tonga",1999,69.6
"Trinidad and Tobago",1999,69.3
"Tunisia",1999,74.7
"Turkey",1999,71.5
"Turkmenistan",1999,63.5
"Uganda",1999,48.9
"Ukraine",1999,67.7
"United Arab Emirates",1999,73
"United Kingdom",1999,77.5
"United States",1999,76.9
"Uruguay",1999,74.3
"Uzbekistan",1999,67.4
"Vanuatu",1999,62
"Venezuela",1999,70.2
"West Bank and Gaza",1999,74.7
"Vietnam",1999,71.7
"Yemen",1999,62
"Zambia",1999,45
"Zimbabwe",1999,49.3
"Albania",2000,74.7
"Algeria",2000,73.3
"Angola",2000,52.3
"Antigua and Barbuda",2000,73.8
"Argentina",2000,74.2
"Armenia",2000,71.3
"Aruba",2000,73.78
"Australia",2000,79.8
"Austria",2000,78.2
"Azerbaijan",2000,66.5
"Bahamas",2000,70.2
"Bahrain",2000,73.7
"Bangladesh",2000,64.9
"Barbados",2000,74
"Belarus",2000,68.1
"Belgium",2000,77.8
"Belize",2000,69
"Benin",2000,57.2
"Bhutan",2000,65.9
"Bolivia",2000,67.6
"Bosnia and Herzegovina",2000,75.7
"Botswana",2000,47.6
"Brazil",2000,70.7
"Brunei",2000,75.9
"Bulgaria",2000,71.6
"Burkina Faso",2000,52.6
"Burundi",2000,46.7
"Cambodia",2000,60
"Cameroon",2000,54.3
"Canada",2000,79.2
"Cape Verde",2000,68.4
"Central African Republic",2000,45.3
"Chad",2000,51.5
"Chile",2000,77.3
"China",2000,69.8
"Colombia",2000,73.3
"Comoros",2000,62.1
"Congo, Dem. Rep.",2000,54.3
"Congo, Rep.",2000,52.5
"Costa Rica",2000,77.7
"Cote d'Ivoire",2000,52
"Croatia",2000,74.2
"Cuba",2000,76.2
"Cyprus",2000,77.7
"Czech Republic",2000,75
"Denmark",2000,77.1
"Djibouti",2000,60
"Dominican Republic",2000,73.3
"Ecuador",2000,73.2
"Egypt",2000,69.7
"El Salvador",2000,71.9
"Equatorial Guinea",2000,52.9
"Eritrea",2000,37.6
"Estonia",2000,70.4
"Ethiopia",2000,52.1
"Fiji",2000,64.2
"Finland",2000,77.8
"France",2000,79.1
"French Polynesia",2000,72.31
"Gabon",2000,59.3
"Gambia",2000,63.6
"Georgia",2000,71.4
"Germany",2000,78.1
"Ghana",2000,60
"Greece",2000,78.6
"Greenland",2000,67.8
"Grenada",2000,70.5
"Guatemala",2000,68.8
"Guinea",2000,54.2
"Guinea-Bissau",2000,52.8
"Guyana",2000,64.2
"Haiti",2000,58.7
"Honduras",2000,70.5
"Hong Kong, China",2000,80.36
"Hungary",2000,71.8
"Iceland",2000,80.5
"India",2000,61.5
"Indonesia",2000,67.5
"Iran",2000,71.4
"Iraq",2000,65.8
"Ireland",2000,77.8
"Israel",2000,78.6
"Italy",2000,79.6
"Jamaica",2000,74.4
"Japan",2000,81
"Jordan",2000,73.4
"Kazakhstan",2000,64.9
"Kenya",2000,55.6
"Kiribati",2000,59.8
"South Korea",2000,76.3
"Kuwait",2000,77.7
"Kyrgyz Republic",2000,65.9
"Lao",2000,56.1
"Latvia",2000,70.5
"Lebanon",2000,75.9
"Lesotho",2000,50.7
"Liberia",2000,55.8
"Libya",2000,74.8
"Lithuania",2000,72.1
"Luxembourg",2000,78.5
"Macao, China",2000,77.63
"Macedonia, FYR",2000,72.9
"Madagascar",2000,59.1
"Malawi",2000,45.4
"Malaysia",2000,73.3
"Maldives",2000,73
"Mali",2000,53.5
"Malta",2000,79.2
"Mauritania",2000,63.8
"Mauritius",2000,71.4
"Mexico",2000,74.6
"Micronesia, Fed. Sts.",2000,66.6
"Moldova",2000,68.6
"Mongolia",2000,62.5
"Montenegro",2000,73.3
"Morocco",2000,71.5
"Mozambique",2000,52.3
"Namibia",2000,54
"Nepal",2000,65.2
"Netherlands",2000,78.1
"New Caledonia",2000,73.46
"New Zealand",2000,78.4
"Nicaragua",2000,76
"Niger",2000,52.4
"Nigeria",2000,55.2
"Norway",2000,78.6
"Oman",2000,75.2
"Pakistan",2000,62.3
"Panama",2000,76.5
"Papua New Guinea",2000,57.5
"Paraguay",2000,74.2
"Peru",2000,74.6
"Philippines",2000,69.1
"Poland",2000,73.8
"Portugal",2000,76.8
"Puerto Rico",2000,75.6
"Qatar",2000,74.7
"Romania",2000,71.1
"Russia",2000,65.1
"Rwanda",2000,49.2
"St. Lucia",2000,72
