"country","year","population"
"South Korea",1995,44652994
"Kuwait",1995,1637031
"Kyrgyz Republic",1995,4592135
"Lao",1995,4857774
"Latvia",1995,2487988
"Lebanon",1995,3033406
"Lesotho",1995,1753824
"Liberia",1995,2079921
"Libya",1995,4878202
"Lithuania",1995,3628079
"Luxembourg",1995,408148
"Macao, China",1995,398459
"Macedonia, FYR",1995,1953544
"Madagascar",1995,13452526
"Malawi",1995,9822812
"Malaysia",1995,20725374
"Maldives",1995,254070
"Mali",1995,9640643
"Malta",1995,372391
"Mauritania",1995,2333966
"Mauritius",1995,1128676
"Mexico",1995,94426946
"Micronesia, Fed. Sts.",1995,107556
"Moldova",1995,4339082
"Mongolia",1995,2298038
"Montenegro",1995,620415
"Morocco",1995,27161889
"Mozambique",1995,15913101
"Namibia",1995,1654214
"Nepal",1995,21390905
"Netherlands",1995,15450803
"New Caledonia",1995,189198
"New Zealand",1995,3674886
"Nicaragua",1995,4612229
"Niger",1995,9361912
"Nigeria",1995,108424822
"Norway",1995,4359788
"Oman",1995,2191864
"Pakistan",1995,122599749
"Panama",1995,2738125
"Papua New Guinea",1995,4715929
"Paraguay",1995,4760853
"Peru",1995,24038761
"Philippines",1995,69835713
"Poland",1995,38591860
"Portugal",1995,10078431
"Puerto Rico",1995,3689649
"Qatar",1995,501019
"Romania",1995,22965125
"Russia",1995,148293265
"Rwanda",1995,5912755
"St. Lucia",1995,147040
"St. Vincent and the Grenadines",1995,108122
"Samoa",1995,170158
"Saudi Arabia",1995,18853670
"Senegal",1995,8710746
"Serbia",1995,9884146
"Seychelles",1995,76703
"Sierra Leone",1995,3837807
"Singapore",1995,3482635
"Slovak Republic",1995,5362950
"Slovenia",1995,1991487
"Solomon Islands",1995,359236
"South Africa",1995,41426810
"Spain",1995,39764267
"Sri Lanka",1995,18248435
"Sudan",1995,24691970
"Suriname",1995,445830
"Swaziland",1995,963428
"Sweden",1995,8826720
"Switzerland",1995,7017042
"Syria",1995,14331962
"Tajikistan",1995,5784330
"Tanzania",1995,29903329
"Thailand",1995,59266089
"Timor-Leste",1995,856439
"Togo",1995,4284286
"Tonga",1995,95889
"Trinidad and Tobago",1995,1255001
"Tunisia",1995,9113972
"Turkey",1995,58522320
"Turkmenistan",1995,4188010
"Uganda",1995,20412967
"Ukraine",1995,50811673
"United Arab Emirates",1995,2350192
"United Kingdom",1995,57903790
"United States",1995,266275528
"Uruguay",1995,3224807
"Uzbekistan",1995,22687456
"Vanuatu",1995,168236
"Venezuela",1995,22188671
"West Bank and Gaza",1995,2618272
"Vietnam",1995,75198975
"Yemen",1995,15266147
"Zambia",1995,9253527
"Zimbabwe",1995,11683136
"Albania",1996,3092034
"Algeria",1996,29411839
"Angola",1996,13424813
"Antigua and Barbuda",1996,70245
"Argentina",1996,35419683
"Armenia",1996,3173425
"Aruba",1996,83195
"Australia",1996,18318340
"Austria",1996,8000453
"Azerbaijan",1996,7852287
"Bahamas",1996,283792
"Bahrain",1996,579855
"Bangladesh",1996,120987124
"Barbados",1996,265940
"Belarus",1996,10126941
"Belgium",1996,10185077
"Belize",1996,213674
"Benin",1996,6176318
"Bhutan",1996,512377
"Bolivia",1996,7717445
"Bosnia and Herzegovina",1996,3810649
"Botswana",1996,1611827
"Brazil",1996,165303155
"Brunei",1996,302449
"Bulgaria",1996,8274662
"Burkina Faso",1996,10372809
"Burundi",1996,6333415
"Cambodia",1996,11022162
"Cameroon",1996,14317191
"Canada",1996,29590952
"Cape Verde",1996,399508
"Central African Republic",1996,3417163
"Chad",1996,7242018
"Chile",1996,14396020
"China",1996,1238234851
"Colombia",1996,38049040
"Comoros",1996,492979
"Congo, Dem. Rep.",1996,43424997
"Congo, Rep.",1996,2795903
"Costa Rica",1996,3596733
"Cote d'Ivoire",1996,14852193
"Croatia",1996,4574853
"Cuba",1996,10955372
"Cyprus",1996,873246
"Czech Republic",1996,10326682
"Denmark",1996,5254383
"Djibouti",1996,673202
"Dominican Republic",1996,8029114
"Ecuador",1996,11683480
"Egypt",1996,63595629
"El Salvador",1996,5643363
"Equatorial Guinea",1996,463844
"Eritrea",1996,3202598
"Estonia",1996,1417786
"Ethiopia",1996,59076414
"Fiji",1996,784479
"Finland",1996,5126021
"France",1996,58443318
"French Polynesia",1996,219282
"Gabon",1996,1114879
"Gambia",1996,1095839
"Georgia",1996,4989723
"Germany",1996,81870772
"Ghana",1996,17169214
"Greece",1996,10725634
"Greenland",1996,55832
"Grenada",1996,100796
"Guatemala",1996,10612300
"Guinea",1996,8124799
"Guinea-Bissau",1996,1207006
"Guyana",1996,730193
"Haiti",1996,7965548
"Honduras",1996,5724587
"Hong Kong, China",1996,6267295
"Hungary",1996,10334876
"Iceland",1996,270089
"India",1996,979290432
"Indonesia",1996,199926615
"Iran",1996,61306632
"Iraq",1996,20855408
"Ireland",1996,3673553
"Israel",1996,5486219
"Italy",1996,57091906
"Jamaica",1996,2512340
"Japan",1996,124794817
"Jordan",1996,4448113
"Kazakhstan",1996,15704673
"Kenya",1996,28116027
"Kiribati",1996,78907
"South Korea",1996,44967346
"Kuwait",1996,1637906
"Kyrgyz Republic",1996,4656894
"Lao",1996,4966303
"Latvia",1996,2458305
"Lebanon",1996,3070974
"Lesotho",1996,1779201
"Liberia",1996,2197801
"Libya",1996,4970391
"Lithuania",1996,3602164
"Luxembourg",1996,414000
"Macao, China",1996,405231
"Macedonia, FYR",1996,1958303
"Madagascar",1996,13882646
"Malawi",1996,10006767
"Malaysia",1996,21260881
"Maldives",1996,259668
"Mali",1996,9901045
"Malta",1996,375610
"Mauritania",1996,2403779
"Mauritius",1996,1141949
"Mexico",1996,96181710
"Micronesia, Fed. Sts.",1996,108342
"Moldova",1996,4314693
"Mongolia",1996,2316571
"Montenegro",1996,619696
"Morocco",1996,27556892
"Mozambique",1996,16410777
"Namibia",1996,1705349
"Nepal",1996,21902534
"Netherlands",1996,15546647
"New Caledonia",1996,193471
"New Zealand",1996,3717239
"Nicaragua",1996,4700777
"Niger",1996,9701730
"Nigeria",1996,111164651
"Norway",1996,4385951
"Oman",1996,2219768
"Pakistan",1996,125697651
"Panama",1996,2794845
"Papua New Guinea",1996,4840311
"Paraguay",1996,4870695
"Peru",1996,24441076
"Philippines",1996,71437381
"Poland",1996,38599825
"Portugal",1996,10119985
"Puerto Rico",1996,3719446
"Qatar",1996,511864
"Romania",1996,22804526
"Russia",1996,148078355
"Rwanda",1996,6097688
"St. Lucia",1996,148962
"St. Vincent and the Grenadines",1996,108078
"Samoa",1996,171276
"Saudi Arabia",1996,19331311
"Senegal",1996,8939438
"Serbia",1996,9851958
"Seychelles",1996,77678
"Sierra Leone",1996,3833053
"Singapore",1996,3570080
"Slovak Republic",1996,5372115
"Slovenia",1996,1989042
"Solomon Islands",1996,369438
"South Africa",1996,42210216
"Spain",1996,39878881
"Sri Lanka",1996,18373530
"Sudan",1996,25466387
"Suriname",1996,453653
"Swaziland",1996,984506
"Sweden",1996,8849420
"Switzerland",1996,7059633
"Syria",1996,14736209
"Tajikistan",1996,5862224
"Tanzania",1996,30733937
"Thailand",1996,59878955
"Timor-Leste",1996,859496
"Togo",1996,4392941
"Tonga",1996,96174
"Trinidad and Tobago",1996,1258365
"Tunisia",1996,9256036
"Turkey",1996,59451488
"Turkmenistan",1996,4267690
"Uganda",1996,21041468
"Ukraine",1996,50489566
"United Arab Emirates",1996,2467726
"United Kingdom",1996,58079322
"United States",1996,269483224
"Uruguay",1996,3248039
"Uzbekistan",1996,23087174
"Vanuatu",1996,171802
"Venezuela",1996,22649212
"West Bank and Gaza",1996,2742127
"Vietnam",1996,76375677
"Yemen",1996,15834747
"Zambia",1996,9502346
"Zimbabwe",1996,11877664
"Albania",1997,3092471
"Algeria",1997,29887717
"Angola",1997,13801868
"Antigua and Barbuda",1997,72232
"Argentina",1997,35833965
"Armenia",1997,3137652
"Aruba",1997,85447
"Australia",1997,18512971
"Austria",1997,8015256
"Azerbaijan",1997,7921789
"Bahamas",1997,286968
"Bahrain",1997,597834
"Bangladesh",1997,123574107
"Barbados",1997,266944
"Belarus",1997,10091181
"Belgium",1997,10201758
"Belize",1997,221608
"Benin",1997,6361301
"Bhutan",1997,520917
"Bolivia",1997,7870860
"Bosnia and Herzegovina",1997,3779354
"Botswana",1997,1645846
"Brazil",1997,167893835
"Brunei",1997,309746
"Bulgaria",1997,8199923
"Burkina Faso",1997,10665781
"Burundi",1997,6420397
"Cambodia",1997,11338733
"Cameroon",1997,14709961
"Canada",1997,29871092
"Cape Verde",1997,409805
"Central African Republic",1997,3497910
"Chad",1997,7494143
"Chile",1997,14594070
"China",1997,1247259143
"Colombia",1997,38645409
"Comoros",1997,506525
"Congo, Dem. Rep.",1997,44558347
"Congo, Rep.",1997,2873638
"Costa Rica",1997,3682725
"Cote d'Ivoire",1997,15296390
"Croatia",1997,4532298
"Cuba",1997,11000431
"Cyprus",1997,890733
"Czech Republic",1997,10313836
"Denmark",1997,5276683
"Djibouti",1997,685644
"Dominican Republic",1997,8163474
"Ecuador",1997,11924991
"Egypt",1997,64754566
"El Salvador",1997,5692300
"Equatorial Guinea",1997,479836
"Eritrea",1997,3260612
"Estonia",1997,1409718
"Ethiopia",1997,60893264
"Fiji",1997,792859
"Finland",1997,5140755
"France",1997,58652709
"French Polynesia",1997,223734
"Gabon",1997,1143838
"Gambia",1997,1126786
"Georgia",1997,4921287
"Germany",1997,81993831
"Ghana",1997,17568583
"Greece",1997,10798190
"Greenland",1997,55876
"Grenada",1997,101125
"Guatemala",1997,10871786
"Guinea",1997,8331366
"Guinea-Bissau",1997,1233520
"Guyana",1997,733854
"Haiti",1997,8111954
"Honduras",1997,5855946
"Hong Kong, China",1997,6411273
"Hungary",1997,10311227
"Iceland",1997,272798
"India",1997,997817250
"Indonesia",1997,202853850
"Iran",1997,62426086
"Iraq",1997,21519356
"Ireland",1997,3706032
"Israel",1997,5630066
"Italy",1997,57044614
"Jamaica",1997,2535443
"Japan",1997,125048424
"Jordan",1997,4545248
"Kazakhstan",1997,15465649
"Kenya",1997,28842245
"Kiribati",1997,80190
"South Korea",1997,45283939
"Kuwait",1997,1686256
"Kyrgyz Republic",1997,4734761
"Lao",1997,5068658
"Latvia",1997,2434628
"Lebanon",1997,3092684
"Lesotho",1997,1801695
"Liberia",1997,2365290
"Libya",1997,5062160
"Lithuania",1997,3574014
"Luxembourg",1997,419974
"Macao, China",1997,412031
"Macedonia, FYR",1997,1969345
"Madagascar",1997,14329239
"Malawi",1997,10260421
"Malaysia",1997,21808125
"Maldives",1997,265067
"Mali",1997,10168000
"Malta",1997,378789
"Mauritania",1997,2476188
"Mauritius",1997,1154137
"Mexico",1997,97925825
"Micronesia, Fed. Sts.",1997,108506
"Moldova",1997,4284931
"Mongolia",1997,2335694
"Montenegro",1997,618192
"Morocco",1997,27934014
"Mozambique",1997,16872896
"Namibia",1997,1758097
"Nepal",1997,22395247
"Netherlands",1997,15636131
"New Caledonia",1997,197706
"New Zealand",1997,3752102
"Nicaragua",1997,4786641
"Niger",1997,10058960
"Nigeria",1997,113975055
"Norway",1997,4412958
"Oman",1997,2227596
"Pakistan",1997,128845692
"Panama",1997,2852739
"Papua New Guinea",1997,4969116
"Paraguay",1997,4980346
"Peru",1997,24827409
"Philippines",1997,73042605
"Poland",1997,38583109
"Portugal",1997,10159662
"Puerto Rico",1997,3746634
"Qatar",1997,528213
"Romania",1997,22633398
"Russia",1997,147772805
"Rwanda",1997,6506118
"St. Lucia",1997,150994
"St. Vincent and the Grenadines",1997,108001
"Samoa",1997,172191
"Saudi Arabia",1997,19809633
"Senegal",1997,9163184
"Serbia",1997,9775008
"Seychelles",1997,78474
"Sierra Leone",1997,3843472
"Singapore",1997,3653151
"Slovak Republic",1997,5378490
"Slovenia",1997,1988077
"Solomon Islands",1997,379859
"South Africa",1997,42921506
"Spain",1997,39996221
"Sri Lanka",1997,18478024
"Sudan",1997,26149124
"Suriname",1997,461569
"Swaziland",1997,1006760
"Sweden",1997,8859106
"Switzerland",1997,7090176
"Syria",1997,15151962
"Tajikistan",1997,5936780
"Tanzania",1997,31533781
"Thailand",1997,60544937
"Timor-Leste",1997,853867
"Togo",1997,4506465
"Tonga",1997,96526
"Trinidad and Tobago",1997,1260677
"Tunisia",1997,9384151
"Turkey",1997,60394104
"Turkmenistan",1997,4335991
"Uganda",1997,21679497
"Ukraine",1997,50096497
"United Arab Emirates",1997,2595220
"United Kingdom",1997,58263858
"United States",1997,272882865
"Uruguay",1997,3271014
"Uzbekistan",1997,23474760
"Vanuatu",1997,175004
"Venezuela",1997,23108003
"West Bank and Gaza",1997,2871637
"Vietnam",1997,77460429
"Yemen",1997,16349809
"Zambia",1997,9763742
"Zimbabwe",1997,12059858
"Albania",1998,3102898
"Algeria",1998,30336880
"Angola",1998,14187710
"Antigua and Barbuda",1998,74206
"Argentina",1998,36241578
"Armenia",1998,3112958
"Aruba",1998,87276
"Australia",1998,18709175
"Austria",1998,8023166
"Azerbaijan",1998,7984531
"Bahamas",1998,290054
"Bahrain",1998,618054
"Bangladesh",1998,126169583
"Barbados",1998,267949
"Belarus",1998,10051298
"Belgium",1998,10216867
"Belize",1998,230289
"Benin",1998,6546493
"Bhutan",1998,533506
"Bolivia",1998,8026257
"Bosnia and Herzegovina",1998,3775898
"Botswana",1998,1678111
"Brazil",1998,170516482
"Brunei",1998,316873
"Bulgaria",1998,8131743
"Burkina Faso",1998,10969093
"Burundi",1998,6511920
"Cambodia",1998,11641509
"Cameroon",1998,15108630
"Canada",1998,30145148
"Cape Verde",1998,419884
"Central African Republic",1998,3577028
"Chad",1998,7760157
"Chile",1998,14788609
"China",1998,1255262566
"Colombia",1998,39234059
"Comoros",1998,520180
"Congo, Dem. Rep.",1998,45647949
"Congo, Rep.",1998,2953011
"Costa Rica",1998,3767369
"Cote d'Ivoire",1998,15728482
"Croatia",1998,4491742
"Cuba",1998,11041893
"Cyprus",1998,908040
"Czech Republic",1998,10297977
"Denmark",1998,5298680
"Djibouti",1998,698256
"Dominican Republic",1998,8296375
"Ecuador",1998,12163887
"Egypt",1998,65922626
"El Salvador",1998,5736075
"Equatorial Guinea",1998,496330
"Eritrea",1998,3337227
"Estonia",1998,1406388
"Ethiopia",1998,62707547
"Fiji",1998,800314
"Finland",1998,5153229
"France",1998,58867465
"French Polynesia",1998,228380
"Gabon",1998,1173114
"Gambia",1998,1159001
"Georgia",1998,4859954
"Germany",1998,82010184
"Ghana",1998,17969006
"Greece",1998,10859311
"Greenland",1998,55948
"Grenada",1998,101302
"Guatemala",1998,11136814
"Guinea",1998,8497582
"Guinea-Bissau",1998,1260424
"Guyana",1998,737316
"Haiti",1998,8258484
"Honduras",1998,5985675
"Hong Kong, China",1998,6559656
"Hungary",1998,10282937
"Iceland",1998,275568
"India",1998,1016402907
"Indonesia",1998,205753493
"Iran",1998,63616065
"Iraq",1998,22200835
"Ireland",1998,3743948
"Israel",1998,5764197
"Italy",1998,57010940
"Jamaica",1998,2558241
"Japan",1998,125266403
"Jordan",1998,4621329
"Kazakhstan",1998,15238339
"Kenya",1998,29564614
"Kiribati",1998,81556
"South Korea",1998,45599569
"Kuwait",1998,1766247
"Kyrgyz Republic",1998,4817608
"Lao",1998,5165072
"Latvia",1998,2414650
"Lebanon",1998,3113960
"Lesotho",1998,1821632
"Liberia",1998,2558085
"Libya",1998,5153764
"Lithuania",1998,3544668
"Luxembourg",1998,425830
"Macao, China",1998,418810
"Macedonia, FYR",1998,1984242
"Madagascar",1998,14790245
"Malawi",1998,10563554
"Malaysia",1998,22358128
"Maldives",1998,270292
"Mali",1998,10444822
"Malta",1998,381844
"Mauritania",1998,2551429
"Mauritius",1998,1165288
"Mexico",1998,99632299
"Micronesia, Fed. Sts.",1998,108236
"Moldova",1998,4253280
"Mongolia",1998,2355588
"Montenegro",1998,616308
"Morocco",1998,28292299
"Mozambique",1998,17317376
"Namibia",1998,1809920
"Nepal",1998,22866496
"Netherlands",1998,15721627
"New Caledonia",1998,201883
"New Zealand",1998,3783516
"Nicaragua",1998,4869627
"Niger",1998,10432657
"Nigeria",1998,116860691
"Norway",1998,4440109
"Oman",1998,2224922
"Pakistan",1998,132013680
"Panama",1998,2911383
"Papua New Guinea",1998,5101633
"Paraguay",1998,5089306
"Peru",1998,25199744
"Philippines",1998,74656228
"Poland",1998,38550777
"Portugal",1998,10198310
"Puerto Rico",1998,3769718
"Qatar",1998,548618
"Romania",1998,22458737
"Russia",1998,147385440
"Rwanda",1998,7047196
"St. Lucia",1998,153066
"St. Vincent and the Grenadines",1998,107923
"Samoa",1998,172979
"Saudi Arabia",1998,20302193
"Senegal",1998,9386923
"Serbia",1998,9669648
"Seychelles",1998,79213
"Sierra Leone",1998,3878475
"Singapore",1998,3735531
"Slovak Republic",1998,5382521
"Slovenia",1998,1988166
"Solomon Islands",1998,390489
"South Africa",1998,43584030
"Spain",1998,40151723
"Sri Lanka",1998,18572347
"Sudan",1998,26777059
"Suriname",1998,469108
"Swaziland",1998,1028694
"Sweden",1998,8861204
"Switzerland",1998,7113505
"Syria",1998,15568797
"Tajikistan",1998,6012308
"Tanzania",1998,32323953
"Thailand",1998,61250974
"Timor-Leste",1998,845106
"Togo",1998,4624826
"Tonga",1998,96937
"Trinidad and Tobago",1998,1262544
"Tunisia",1998,9499387
"Turkey",1998,61344874
"Turkmenistan",1998,4395293
"Uganda",1998,22336812
"Ukraine",1998,49655175
"United Arab Emirates",1998,2733770
"United Kingdom",1998,58456989
"United States",1998,276354096
"Uruguay",1998,3292134
"Uzbekistan",1998,23845788
"Vanuatu",1998,178074
"Venezuela",1998,23565734
"West Bank and Gaza",1998,3000312
"Vietnam",1998,78462888
"Yemen",1998,16829935
"Zambia",1998,10034412
"Zimbabwe",1998,12226742
"Albania",1999,3114851
"Algeria",1999,30766551
"Angola",1999,14601983
"Antigua and Barbuda",1999,76041
"Argentina",1999,36648054
"Armenia",1999,3093820
"Aruba",1999,89004
"Australia",1999,18906936
"Austria",1999,8032953
"Azerbaijan",1999,8047997
"Bahamas",1999,293572
"Bahrain",1999,640904
"Bangladesh",1999,128746273
"Barbados",1999,268920
"Belarus",1999,10005259
"Belgium",1999,10237402
"Belize",1999,239024
"Benin",1999,6740491
"Bhutan",1999,548387
"Bolivia",1999,8182710
"Bosnia and Herzegovina",1999,3784389
"Botswana",1999,1708368
"Brazil",1999,173153066
"Brunei",1999,323812
"Bulgaria",1999,8066219
"Burkina Faso",1999,11283016
"Burundi",1999,6623707
"Cambodia",1999,11928306
"Cameroon",1999,15514249
"Canada",1999,30420216
"Cape Verde",1999,429576
"Central African Republic",1999,3653310
"Chad",1999,8042713
"Chile",1999,14980484
"China",1999,1262713651
"Colombia",1999,39819279
"Comoros",1999,533909
"Congo, Dem. Rep.",1999,46788238
"Congo, Rep.",1999,3031969
"Costa Rica",1999,3848725
"Cote d'Ivoire",1999,16137824
"Croatia",1999,4456298
"Cuba",1999,11080506
"Cyprus",1999,925491
"Czech Republic",1999,10280525
"Denmark",1999,5319410
"Djibouti",1999,710652
"Dominican Republic",1999,8429116
"Ecuador",1999,12398691
"Egypt",1999,67112877
"El Salvador",1999,5775660
"Equatorial Guinea",1999,513347
"Eritrea",1999,3429656
"Estonia",1999,1403821
"Ethiopia",1999,64550161
"Fiji",1999,806494
"Finland",1999,5164780
"France",1999,59107738
"French Polynesia",1999,232956
"Gabon",1999,1202412
"Gambia",1999,1192920
"Georgia",1999,4801695
"Germany",1999,81965830
"Ghana",1999,18384426
"Greece",1999,10910741
"Greenland",1999,56049
"Grenada",1999,101441
"Guatemala",1999,11408815
"Guinea",1999,8647336
"Guinea-Bissau",1999,1287727
"Guyana",1999,740189
"Haiti",1999,8404396
"Honduras",1999,6114534
"Hong Kong, China",1999,6689135
"Hungary",1999,10253110
"Iceland",1999,278376
"India",1999,1034976626
"Indonesia",1999,208644079
"Iran",1999,64780362
"Iraq",1999,22888600
"Ireland",1999,3788816
"Israel",1999,5891263
"Italy",1999,57035249
"Jamaica",1999,2579973
"Japan",1999,125481050
"Jordan",1999,4691402
"Kazakhstan",1999,15059994
"Kenya",1999,30301240
"Kiribati",1999,82969
"South Korea",1999,45908307
"Kuwait",1999,1853152
"Kyrgyz Republic",1999,4893658
"Lao",1999,5256207
"Latvia",1999,2394521
"Lebanon",1999,3156661
"Lesotho",1999,1839631
"Liberia",1999,2741755
"Libya",1999,5245414
"Lithuania",1999,3515218
"Luxembourg",1999,431264
"Macao, China",1999,425448
"Macedonia, FYR",1999,1999362
"Madagascar",1999,15262817
"Malawi",1999,10882543
"Malaysia",1999,22898579
"Maldives",1999,275385
"Mali",1999,10736542
"Malta",1999,384663
"Mauritania",1999,2629806
"Mauritius",1999,1175577
"Mexico",1999,101266570
"Micronesia, Fed. Sts.",1999,107808
"Moldova",1999,4224270
"Mongolia",1999,2376165
"Montenegro",1999,614623
"Morocco",1999,28630973
"Mozambique",1999,17774066
"Namibia",1999,1857320
"Nepal",1999,23315053
"Netherlands",1999,15806771
"New Caledonia",1999,205983
"New Zealand",1999,3817489
"Nicaragua",1999,4949661
"Niger",1999,10821434
"Nigeria",1999,119826231
"Norway",1999,4466468
"Oman",1999,2225481
"Pakistan",1999,135158132
"Panama",1999,2970193
"Papua New Guinea",1999,5236863
"Paraguay",1999,5196935
"Peru",1999,25561297
"Philippines",1999,76285225
"Poland",1999,38515359
"Portugal",1999,10237593
"Puerto Rico",1999,3786884
"Qatar",1999,570643
"Romania",1999,22288573
"Russia",1999,146924174
"Rwanda",1999,7585143
"St. Lucia",1999,155073
"St. Vincent and the Grenadines",1999,107879
"Samoa",1999,173758
"Saudi Arabia",1999,20825955
"Senegal",1999,9617641
"Serbia",1999,9559819
"Seychelles",1999,80066
